Flight Centre,"1007 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood, VIC, 3134",1300 835 121,"At Flight Centre we are committed to providing great travel at the cheapest available price. Our consultants are experienced, highly trained experts, dedicated to finding the best travel deal for any destination and any budget.",yes,Red car park near Photo Xpert,,,
Forever New,2078 Eastland Shopping Centre 71-175 Maroondah Hwy Ringwood VIC 3134,03 9847 0058,"Forever New is a fashion clothing and accessories brand founded in Melbourne, Australia.ÿ One of the fastest growing Australian brands, Forever New emerged in late 2006 as a start up retailer and now trades over 250 stores in 11 countries globally.Our brand celebrates the feminine beauty of women, a signature style flowing through every creative element .Collections are inspired by global trends in art, film, music and theatre as well as haute couture runway shows in Paris, London, Milan and New York.Forever New creative teams work collaboratively to create unique harmonious collections, presented beautifully in elegant store environments for the shopping pleasure of our valued customers.",yes,Blue car park near Peter Jackson,http://www.forevernew.com.au/,https://www.facebook.com/ForeverNewOfficial,https://instagram.com/forevernew_official/
GAZ MAN,2018 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood 3134,03 9879 6144,,yes,Blue car park near Peter Jackson,http://www.gazman.com.au/,www.facebook.com/GazManClothing,
General Pants Co,2062 Eastland Shopping Centre 171 - 175 Maroondah Hwy Ringwood VIC 3134,03 8398 9162,"our favourite global trend hunter General Pants Co. combs the world looking for the finest edit of local and international youth fashion brands to create a truly unique shopping experience. Immersed in the life and style of our young blooded customers, General Pants Co. is the place where the young and the restless dress, live and connect.",yes,Purple car park near Dymocks,http://www.generalpants.com.au/,https://www.facebook.com/generalpantsco,https://instagram.com/general_pants/
Glassons,2081 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood 3134,03 9847 0270,,yes,Blue car park near Peter Jackson,,https://www.facebook.com/Glassons,
Gloria Jean's Coffees,"K202 Eastland Shopping Centre Maroonadah Highway, RINGWOOD, 3134",03 9879 5951,"To be the most loved & respected coffee company worldwide.We want to be the most loved and respected coffee company in the world, and we are tireless in our pursuit to serve the highest quality coffee, while making each and every one of our guests feel like they are returning home when they step into one of our coffee houses.",yes,Purple car park near Dymocks,,,
GNC Live Well,"Shop 1085 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood, VIC 3134",03 9876 0399,"GNC LiveWell is the world's largest retailer specializing in vitamins, herbs, weight management and sports nutrition. Established in Pittsburgh, USA by David Shakarian in 1935, GNC now has over 8000 stores in 49 countries.n Australia, GNC opened its first store in 2000 and now have 30 stores in New South Wales, Victoria, and Queensland. More stores are coming your way each year, so watch our store locator. If you prefer, you can also shop online 24/7 or get products delivered by mail order simply by calling 1800 779 990.All our stores carry an extensive range of high-quality GNC brand products, which are subjected to up to 150 manufacturing quality and safety checks. GNC has over 200 research scientists in laboratories across four continents, who work on developing the innovative GNC health products you can trust. GNC also carries other popular and quality brands from over 100 health companies.At GNC, your health is important to us, we employ qualified naturopaths, nutritionists, dieticians and sports specialists who are available for free personalized health advice.The GNC Gold Card is your membership to the healthiest club in the world. You will receive 20% off all GNC products, 10% off all other brands, birthday discounts and exclusive monthly specials. Ask in store for details.",yes,Red car park near Photo Xpert,,,
Go Vita,1080 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,9870 2010,,yes,,,,
Goldmark,2002 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood 3134,03 9870 4628,"To become a gClub member you must have purchased an item from a Goldmark store for $50 or more and receive your gClub card and now you are ready to register to join the G Club.Benefits in being a g club member.As a gClub member you will be able to enter our competitions and win cool prizes like double movie passes, fantastic jewellery give aways and much more. There's also special discounts and offers of advance notice of sales and invites to special VIP nights. Don't forget to check on your gClub points when you login - for every dollar you spend you receive one g-Point!Vouchers accumulated through G Club cannot be used in conjunction with any other offer.Currently our gClub membership is only available to Australian residents.",yes,Red car park near Suzanne Grae,,https://www.facebook.com/Goldmark.Australia,
Hairhouse Warehouse,"1005 Eastland Shopping Centre, 171-175 Maroondah Highway Ringwood VIC 3134",03 9879 1411,"With over 135 stores nationally, Hairhouse Warehouse is Australia's leading hair and beauty retail salon franchise.With plans to expand into the international market, we expect to reach 200 stores within the next 5 years!",yes,Red car park near Photo Xpert,http://www.hairhousewarehouse.com.au/default.aspx,https://www.facebook.com/HairhouseWarehouse,
Hana Embroidery,"1069 Eastland Shopping Centre 171 - 175 Maroondah Hwy Ringwood, VIC 3134",03 9847 0881,,yes,Pink car park near coles,,,
Harris Blake & Parsons,1079 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 5478,,yes,,,,
Healthy Habits,FC05 171-175 Maroondah Highway Ringwood VIC 3134,03 9879 6359,"We are all about feeling good. Feeling good about our bodies, the food we eat, our life and the impact we have on the environment. Everything we do is centred around this approach - maximising the opportunity to bring healthy, feel good products to the market. We could talk about obesity - and it is a problem - but ultimately our brand is about positivity. We know that people will make choices that are good for them when they have the choice. Our goal is to provide that choice.",,Blue car park near Suzanne Grae,http://www.healthyhabits.com.au/,https://www.facebook.com/HealthyHabitsAU,
Hi Touch Mobile,K108 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,ÿ03 9879 1230,,,Red car park near Photo Xpert,,,
Hollywood Nails,1094 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,ÿ03 8838 8895,,yes,Red car park near JB Hi Fi,,,
Hoskings Jewellers,1084 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood 3134,03 9879 4100,"Established in 1945 by the late Mr Perc Hosking in Frankston Victoria, on his return from the Second World War, the company proudly has input from 3 generations of the family group. Hoskings began as a small watch repair business, with a small budget and grand vision to become one of Australia?s leading jewellery, watch and giftware companies.Hoskings Jewellers offers an extensive range of jewellery, watches and giftware. Our range features both classic and modern jewellery designs in sterling silver, yellow gold, white gold and rose gold. If you are looking for engagement rings, dress rings, earrings, bracelets, bangles, chains, necklets, pendants, anklets, body jewellery, baby jewellery, beads or charms you can shop with confidence in-store or online.",yes,Red car park near Photo Xpert,http://www.hoskings.com.au/,,
Hoyts,"Eastland Shopping Centre, 171-175 Maroondah Hwy Ringwood VIC 3134",(03) 9026 9920,"From its small beginnings, Hoyts cinemas has become one of the world's leading entertainment corporations",yes,Roof top parking - Warrandyte Road,http://www.hoyts.com.au/,https://www.facebook.com/hoytsaustralia,
Ice Design,2053 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,03 9876 8042,,yes,Purple car park near Dymocks,,,
ID Hair,1097 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,03 9879 5229,"ID Hair has had a long and successful history. Opening our first salon in the NSW border town of Albury in 1973. ?Salon 572? which became Ian?s hairdressing. We relocated to Melbourne in the late 70s & Ian?s Hairdressing developed into a dynamic customer service driven salon group. Reinventing ourselves again in the late 1980?s Ian?s hairdressing moved from suburban strip shops to shopping centres. In 2004 we opened ID Hair in Eastland Shopping Centre, Ringwood. Over the years Ian?s Hairdressing and ID Hair have enjoyed a strong following in the Eastern suburbs. In 2008, we merged the salons under the ID Hair banner in the belief that this best reflects the character, skill and future vision of our salons & service.",yes,Red car park near JB Hi Fi,www.idhair.com.au,,
Inkspot,K125 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,9870 6488,"Inkspot Eastland is situated near the entrance of Coles, directly opposite Eastland Quality Meats. Weÿwelcome you to visit and discuss your ink and/or toner needs with us or one of our friendly staff. In a matter of minutes you will see just how much money you can save!Inkspot Eastland can source any ink or toner cartridge you may need. We never compromise on quality and service is always attentive and professional.Come and see us today. Ben or Atul will be happy to discuss with you how we can supply your home, your school or your business for all your printing needs.",yes,ÿPink car park near Coles,http://www.inkspot.net.au/inkspot-franchising/,http://www.facebook.com/inkspoteastland,
Jacqui E,2070 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,03 9879 7771,"With stores across Australia & New Zealand, Jacqui E has been making women feel beautiful since the 1950s.At Jacqui E, we understand that nothing feels as good as looking good, which is why we work so hard to ensure our customers do. We also know that a woman's outfit directly relates to how confident she feels.Drawing inspiration from global fashion trends our range embodies contemporary style. From smart workwear and versatile casuals to the perfect piece for that special occasion. With an emphasis on flattering styles, quality fabrics and exceptional tailoring Jacqui E continues to make women feel beautiful.",yes,Blue car park near Suzanne Grae,http://www.jacquie.com.au/shop/en/jacquie,https://www.facebook.com/jacquie,
Jamaica Blue,K112 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,03 9870 8211,"In Jamaica, there is a saying ""wan wan coco ful baskit"" (""one one coco, full basket""). It simply means that if you slow down, stop rushing and take your time, you will achieve your goal. At Jamaica Blue, we couldn't agree more. We believe that everybody should take a little time out of their day to recharge, relax and reflect; to stop for a while and simply enjoy the moment.That's why we strive to offer our customers a superior-tasting coffee that lifts your mood and revives your spirits. Taking our name from the majestic Blue Mountains in Jamaica, among the world's best coffee-growing regions and the origin of one of our exquisite coffee blends - every cup is designed to be sipped, savoured and lingered over. To complement our fine coffees, we have a delicious selection of meals and snacks, mouth-watering seasonal choices and our delectable Lite Blue? range - low in calories and fat, but packed with exciting flavours and fresh ingredients.The Jamaica Blue journey began in Australia in 1992, when we brought our distinctive style of Caribbean cool to Miranda, NSW. Outlets quickly spread across the country and in 1998, our first New Zealand caf‚ was opened. Since then, Jamaica Blue have opened its doors in destinations from China to Dubai. Yet no matter where in the world our caf‚s may be, all of them offer a true escape from the fast-paced world in which we live; a chance to relax with a great tasting coffee and take the time to clear your mind.So, as you sip your superior tasting Jamaica Blue coffee, be sure to take your time and fully embrace this moment: your coffee moment. After all, ""wan wan coco, ful baskit""",,"Blue Car Park, near Peter Jackson",http://www.jamaicablue.com.au/,https://www.facebook.com/JamaicaBlueCafes,https://instagram.com/jamaicablue/
Jay Jay's,"2075 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood, VIC 3134",03 9870 2500,"At Jay Jays, we are known for cool, current and easy on the pocket fashion.We are all about 'freedom of expression' and being who you want to be. We offer a range of product, including a dominant assortment of denim, must have fashion items for the season, everyday casual basics and accessories, that allow you to express yourself while not busting your budget.Imagine a huge party in your wardrobe - everyone is invited and it's going OFF!!Get into Jay Jays and be yourself.",yes,Blue car park near Diana Ferrari,,https://www.facebook.com/jayjays,
Jeanswest,2010 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,03 9870 8281,"Since 1972, Jeanswest has been one of Australia and New Zealand's favourite lifestyle fashion brands. From stylish denim to fashion must-haves, the Jeanswest brand has evolved into a household favourite for womenswear, menswear, kidswear, maternity, accessories and of course; jeans!With more than 126 fits, washes and leg lengths available, Jeanswest is the ultimate denim destination. A comprehensive denim range for all shapes and sizes includes Curve Embracers, Tummy Trimmers, Buttlifters, Super Skinnies, Boyfriends, Capris and award-winning Maternity jeans, guaranteeing you?ll always find your perfect fit.To complement the popular Maternity range, Jeanswest recently expanded its family with the exciting addition of Jeanswest Jnr. Irresistibly cute, the range of playful, on-trend and practical pieces for boys and girls aged 6 months to 4 years is available in select stores and celebrates everything about ?kids being kids?.Jeanswest is fit, fashion and above all else; denim! Find your perfect fit at Jeanswest today.",yes,Blue car park near Peter Jackson,http://www.jeanswest.com.au/en-au/,https://www.facebook.com/Jeanswest,https://instagram.com/jeanswest/
Jo Mercer,2007 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,03 9870 1607,,yes,Blue car park near Suzanne Grae,http://www.jomercer.com.au/,https://www.facebook.com/jomercershoes,https://instagram.com/jomercershoes
Just Cuts,2057 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,03 9879 3788,"At Just Cuts? we like to be a little bit different and that's because we understand that each and every one of our 65,000 clients per week is different too! Our approach to hairdressing is unique and simple. We specialize in cutting ? for men, women and children ? we don't do any chemical or colouring work. Plus, every one of our stylists is a fully qualified professional, with training in the latest trends and techniques in cutting.",yes,Purple car park near Ally Fashion,,,
Just Jeans,2079 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood 3134,03 9879 1423,"Just Jeans is an iconic Australian brand, with 40+ years of denim experience. Our first store opened in Chapel Street, Prahran in December 1970, founded by the Kimberley family.Generation after generation has turned to Just Jeans in their search for the perfect pair of jeans. Our jeans are unique and allowed enthusiasts to express their individuality.With decades of experience we have perfected our denim range, but we don?t stop there. We have also aligned with some of the world?s leading denim brands including Levi?s Jeans, Riders by Lee Jeans, Mavi Jeans, Calvin Klein & 7 For All Mankind.Just Jeans is a retail destination that takes all the worry out of shopping, as we can dress you from head to toe, from our much loved jeans through to the must have tops, jackets, coats & accessories to create your unique look - the look your friends will want!Just Jeans has established a presence in every state and territory throughout Australia and in New Zealand with store numbers now reaching over 246.",yes,Blue car park near Diana Ferrari,http://www.justjeans.com.au/shop/en/justjeans,https://www.facebook.com/justjeans,
Just U Fashion,"2051 Eastland Shopping Centre 171 - 175 Maroondah Hwy Ringwood, VIC 3134",03 9876 0684,,yes,Purple car park near Ally Fashion,,,
Kate Hill,2067 Eastland Shopping Centre Ringwood VIC 3134,ÿ03 9870 2388,,yes,Blue car park near Suzanne Grae,,,
KFC,FC10 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9879 5316,,yes,Purple car park near Ally Fashion,,,
Kmart,000K Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 8870 1400,"Kmart is an Australian icon that has become one of Australia?s favourite and most recognisable retailers.Today, Kmart delivers irresistibly low prices through more than 180 stores across Australia and New Zealand. We work hard to ensure you get the lowest prices possible on the items you and your family need every day. So, if you haven?t been in to a Kmart store for a while, come in and experience the new Kmart for yourself. We?re sure you?ll like it.",yes,Blue car park near Suzanne Grae,http://www.kmart.com.au/,https://www.facebook.com/KmartAustralia,
Kmart Tyre & Auto Service,000A Eastland Shopping Centre 171 - 175 Maroondah Hwy Ringwood VIC 3134,03 9879 7400,"In 1992, Kmart Auto was restructured to create a specialist and autonomous division of Kmart ? Kmart Tyre & Auto Service. Back then, we had just 132 stores, but now we?ve grown to over 250. Each store is run by a dedicated team of trained technicians and is an important part of the local community. Find a store Investing in the future of Australian car servicing and repairs.We've invested heavily in state-of-the-art diagnostic equipment, improved workshop designs and reception refurbishment. We also work hard to minimise our environmental impact.Without a doubt, our biggest investment is in our most valuable resource ? our team. We're proud to train our team to new and higher industry standards in service quality.With over 1,300 employees nationally, we?re one of the largest employers in the automotive service and repair industry, and we?re also the largest single employer of apprentice motor mechanics in Australia.Start a career with Kmart Tyre & Auto Service.To be Australia's largest and most respected automotive service, repair and tyre retailer",,Yellow carpark near Woolworths,http://www.ktas.com.au/,,
Liquorland,00BLA Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9876 9611,,,Orange car park near Medicare,,,
Looksmart Alterations,2058 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 9866,,yes,Purple car park near Ally Fashion,,,
